comic,src,title,url
Sinfest,http://www.sinfest.net/btphp/comics/2018-06-22.gif,Repair 20,http://www.sinfest.net/view.php?date=2018-06-22
Scandinavia and the World,https://satwcomic.com/art/play-date.png,Play date,https://satwcomic.com/play-date
