comic,src,title,url
Sinfest,http://www.sinfest.net/btphp/comics/2018-07-20.gif,Political 18,http://www.sinfest.net/view.php?date=2018-07-20
Scandinavia and the World,https://satwcomic.com/art/that-ll-have-to-do.png,That'll have to do,https://satwcomic.com/that-ll-have-to-do
