comic,src,title,url
Sinfest,http://www.sinfest.net/btphp/comics/2018-06-25.gif,Repair 23,http://www.sinfest.net/view.php?date=2018-06-25
Scandinavia and the World,https://satwcomic.com/art/traveling-light-the-finnish-way.png,Traveling Light the Finnish way,https://satwcomic.com/traveling-light-the-finnish-way
