comic,src,title,url
Sinfest,http://www.sinfest.net/btphp/comics/2018-06-29.gif,Repair 27,http://www.sinfest.net/view.php?date=2018-06-29
Scandinavia and the World,https://satwcomic.com/art/traveling-light-the-finnish-way.png,Traveling Light the Finnish way,https://satwcomic.com/traveling-light-the-finnish-way
