comic,src,title,url
Sinfest,http://www.sinfest.net/btphp/comics/2018-06-30.gif,Repair 28,http://www.sinfest.net/view.php?date=2018-07-01
Scandinavia and the World,https://satwcomic.com/art/nice-guys-finish-last.jpg,Nice Guys Finish Last,https://satwcomic.com/nice-guys-finish-last
