comic,src,title,url
Sinfest,http://www.sinfest.net/btphp/comics/2018-06-21.gif,Repair 19,http://www.sinfest.net/view.php?date=2018-06-22
Scandinavia and the World,https://satwcomic.com/art/play-date.png,Play date,https://satwcomic.com/play-date
