comic,src,title,url
Sinfest,http://www.sinfest.net/btphp/comics/2018-07-06.gif,Political 4,http://www.sinfest.net/view.php?date=2018-07-07
Scandinavia and the World,https://satwcomic.com/art/excuses-excuses.png,Excuses Excuses,https://satwcomic.com/excuses-excuses
