comic,src,title,url
Sinfest,http://www.sinfest.net/btphp/comics/2018-07-15.gif,Political 13,http://www.sinfest.net/view.php?date=2018-07-16
Scandinavia and the World,https://satwcomic.com/art/that-ll-have-to-do.png,That'll have to do,https://satwcomic.com/that-ll-have-to-do
